account_id,loan_id,date,amount,duration,payments,status,order_id,bank_to,account_to,order_amount,order_k_symbol,trans_id,transaction_date,operation,transaction_amount,balance,transaction_k_symbol,bank,account,account_date,account_district_id,frequency,disp_id,disposition_client_id,disposition_type,card_id,card_disposition_id,card_type,card_issued,client_birth_number,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,Transaction_Type,Type_of_loan,Payment_type,Balance_type
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,2797955,930805,"PREVOD NA UCET",9493,49620.2,SIPO,EF,98678969,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",2797955,930805,"PREVOD NA UCET",9493,49620.2,SIPO,EF,98678969,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,WITHDRAWL,Low_loan_taker,"Mid Payament","Low Balance"
3050,5595,940902,82896,12,6908,A,33915,AB,71189987,6907.5,UVER,895070,930806,VYBER,35400,57616.1,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33916,AB,72762232,9716,SIPO,895070,930806,VYBER,35400,57616.1,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33917,AB,62503671,119," ",895070,930806,VYBER,35400,57616.1,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33918,CD,93120836,41,POJISTNE,895070,930806,VYBER,35400,57616.1,,,,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657653,930806,VYBER,45600,60947.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657653,930806,VYBER,45600,60947.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657653,930806,VYBER,45600,60947.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657160,930806,VKLAD,28987,106547.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657160,930806,VKLAD,28987,106547.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657160,930806,VKLAD,28987,106547.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,CREDIT,Low_loan_taker,"High Payment","High Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2350087,930807,VYBER,37200,60768.3,,,,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Mid Balance"
7753,6577,940311,51696,24,2154,A,40883,GH,62899923,2153.8,UVER,2349815,930807,VYBER,1700,97968.3,,,0,930208,74,"POPLATEK MESICNE",9285,9593,OWNER,1005,9285,classic,"931107 00:00:00",685128,74,"Ostrava - mesto","north Moravia",323870,0,0,0,1,1,100,10673,4.75,5.44,100,18782,18347,WITHDRAWL,Low_loan_taker,"Low Payment","Mid Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,541689,930807,"PREVOD Z UCTU",17632,51924.7,,QR,76294219,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,541689,930807,"PREVOD Z UCTU",17632,51924.7,,QR,76294219,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657309,930807,"PREVOD NA UCET",6327,34720.3,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657309,930807,"PREVOD NA UCET",6327,34720.3,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657309,930807,"PREVOD NA UCET",6327,34720.3,SIPO,ST,24175644,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37740,UV,45906978,6918.3,UVER,1657654,930807,VYBER,19900,41047.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37741,ST,24175644,6327,SIPO,1657654,930807,VYBER,19900,41047.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
5622,6150,941102,83016,12,6918,A,37742,EF,71167778,573," ",1657654,930807,VYBER,19900,41047.3,,,,930208,70,"POPLATEK MESICNE",6789,6789,OWNER,857,6789,junior,"981025 00:00:00",790326,57,Hodonin,"south Moravia",161954,21,37,20,3,8,48,8720,3.73,4.5,116,3729,3651,WITHDRAWL,Low_loan_taker,"High Payment","Low Balance"
10079,7055,940406,167100,60,2785,C,44345,YZ,33228176,2784.8,UVER,3039496,930807,VKLAD,38850,90669.7,,,,930506,62,"POPLATEK MESICNE",12088,12396,OWNER,1155,12088,classic,"980801 00:00:00",705117,62,"Uherske Hradiste","south Moravia",145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,CREDIT,Mid_loan_taker,"Low Payment","Mid Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,2797775,930807,VKLAD,31002,80622.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Mid Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,2797775,930807,VKLAD,31002,80622.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Mid Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",2797775,930807,VKLAD,31002,80622.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","Mid Balance"
9093,6836,940803,189300,60,3155,C,42874,AB,28652066,1311,SIPO,2747107,930807,VKLAD,18942,40774.6,,,,930616,47,"POPLATEK MESICNE",10887,11195,OWNER,1087,10887,classic,"961006 00:00:00",531205,58,Jihlava,"south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
9093,6836,940803,189300,60,3155,C,42875,QR,62233042,2617," ",2747107,930807,VKLAD,18942,40774.6,,,,930616,47,"POPLATEK MESICNE",10887,11195,OWNER,1087,10887,classic,"961006 00:00:00",531205,58,Jihlava,"south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
9093,6836,940803,189300,60,3155,C,42876,OP,60554724,3155,UVER,2747107,930807,VKLAD,18942,40774.6,,,,930616,47,"POPLATEK MESICNE",10887,11195,OWNER,1087,10887,classic,"961006 00:00:00",531205,58,Jihlava,"south Moravia",109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,CREDIT,Mid_loan_taker,"Low Payment","Low Balance"
3050,5595,940902,82896,12,6908,A,33915,AB,71189987,6907.5,UVER,894508,930808,"PREVOD Z UCTU",41445,99061.1,,GH,69871258,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33916,AB,72762232,9716,SIPO,894508,930808,"PREVOD Z UCTU",41445,99061.1,,GH,69871258,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33917,AB,62503671,119," ",894508,930808,"PREVOD Z UCTU",41445,99061.1,,GH,69871258,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
3050,5595,940902,82896,12,6908,A,33918,CD,93120836,41,POJISTNE,894508,930808,"PREVOD Z UCTU",41445,99061.1,,GH,69871258,930508,60,"POPLATEK MESICNE",3687,3687,OWNER,577,3687,classic,"940215 00:00:00",720206,49,Semily,"east Bohemia",75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
2167,5390,941030,170256,24,7094,A,32580,IJ,18770349,5922,SIPO,634184,930808,VKLAD,200,200,,,,930808,16,"POPLATEK MESICNE",2623,2623,OWNER,418,2623,classic,"950414 00:00:00",655716,16,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
2167,5390,941030,170256,24,7094,A,32581,QR,38404792,7094,UVER,634184,930808,VKLAD,200,200,,,,930808,16,"POPLATEK MESICNE",2623,2623,OWNER,418,2623,classic,"950414 00:00:00",655716,16,"Jindrichuv Hradec","south Bohemia",93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,CREDIT,Mid_loan_taker,"High Payment","Low Balance"
8260,6686,940825,224604,36,6239,A,41652,QR,25747537,6239.2,UVER,2501884,930808,"PREVOD Z UCTU",37435,98317.9,,MN,92527162,930324,31,"POPLATEK MESICNE",9890,10198,OWNER,1040,9890,junior,"950528 00:00:00",760524,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,High_loan_taker,"High Payment","Mid Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602667,930808,"PREVOD NA UCET",8110,15897.1,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602667,930808,"PREVOD NA UCET",8110,15897.1,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602667,930808,"PREVOD NA UCET",8110,15897.1,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602667,930808,"PREVOD NA UCET",8110,15897.1,SIPO,EF,14627766,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37456,CD,26435643,7281.3,UVER,1602739,930808,"PREVOD NA UCET",2070,24007.1," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37457,EF,14627766,8110,SIPO,1602739,930808,"PREVOD NA UCET",2070,24007.1," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37458,MN,10828179,2070," ",1602739,930808,"PREVOD NA UCET",2070,24007.1," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5442,6112,940617,174744,24,7281,B,37459,IJ,7772154,1017,POJISTNE,1602739,930808,"PREVOD NA UCET",2070,24007.1," ",MN,10828179,930322,34,"POPLATEK MESICNE",6567,6567,OWNER,844,6567,junior,"980304 00:00:00",786121,5,Kolin,"central Bohemia",95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,WITHDRAWL,Mid_loan_taker,"High Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37087,KL,58698618,2,SIPO,1530991,930809,VKLAD,15487,37723.4,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37088,QR,81640040,5315," ",1530991,930809,VKLAD,15487,37723.4,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37089,KL,3664792,372,POJISTNE,1530991,930809,VKLAD,15487,37723.4,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37090,QR,71636765,870," ",1530991,930809,VKLAD,15487,37723.4,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5215,6064,940804,14628,12,1219,A,37091,KL,79302054,1219,UVER,1530991,930809,VKLAD,15487,37723.4,,,,930701,55,"POPLATEK MESICNE",6301,6301,OWNER,834,6301,classic,"980821 00:00:00",495308,55,"Brno - venkov","south Moravia",157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
790,5126,940724,208128,48,4336,B,30555,MN,86892044,4335.8,UVER,232402,930809,VYBER,5300,30674.6,,,,930511,54,"POPLATEK MESICNE",946,946,OWNER,159,946,classic,"950501 00:00:00",510806,54,"Brno - mesto","south Moravia",387570,0,0,0,1,1,100,9897,1.6,1.96,140,18721,18696,WITHDRAWL,High_loan_taker,"Mid Payament","Low Balance"
8260,6686,940825,224604,36,6239,A,41652,QR,25747537,6239.2,UVER,2502085,930809,VYBER,4500,93817.9,,,,930324,31,"POPLATEK MESICNE",9890,10198,OWNER,1040,9890,junior,"950528 00:00:00",760524,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,WITHDRAWL,High_loan_taker,"High Payment","Mid Balance"
10738,7192,941221,115992,36,3222,A,45363,UV,56781524,3221.5,UVER,3235276,930810,VKLAD,46194,107692,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","High Balance"
10738,7192,941221,115992,36,3222,A,45364,CD,73939931,186,SIPO,3235276,930810,VKLAD,46194,107692,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","High Balance"
10738,7192,941221,115992,36,3222,A,45365,CD,41088736,8042," ",3235276,930810,VKLAD,46194,107692,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,CREDIT,Mid_loan_taker,"Mid Payament","High Balance"
10738,7192,941221,115992,36,3222,A,45363,UV,56781524,3221.5,UVER,3235786,930810,VYBER,60600,47092,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,WITHDRAWL,Mid_loan_taker,"Mid Payament","Low Balance"
10738,7192,941221,115992,36,3222,A,45364,CD,73939931,186,SIPO,3235786,930810,VYBER,60600,47092,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,WITHDRAWL,Mid_loan_taker,"Mid Payament","Low Balance"
10738,7192,941221,115992,36,3222,A,45365,CD,41088736,8042," ",3235786,930810,VYBER,60600,47092,,,,930417,45,"POPLATEK TYDNE",12893,13201,OWNER,1203,12893,classic,"970926 00:00:00",370517,31,Tachov,"west Bohemia",51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,WITHDRAWL,Mid_loan_taker,"Mid Payament","Low Balance"
11013,7240,930906,274740,60,4579,A,45776,YZ,91721045,4579,UVER,3314776,930810,"PREVOD NA UCET",756,41415.1,SIPO,CD,27690512,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,WITHDRAWL,High_loan_taker,"Mid Payament","Low Balance"
11013,7240,930906,274740,60,4579,A,45777,CD,27690512,756,SIPO,3314776,930810,"PREVOD NA UCET",756,41415.1,SIPO,CD,27690512,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,WITHDRAWL,High_loan_taker,"Mid Payament","Low Balance"
11013,7240,930906,274740,60,4579,A,45778,IJ,43103534,9499," ",3314776,930810,"PREVOD NA UCET",756,41415.1,SIPO,CD,27690512,930214,1,"POPLATEK TYDNE",13231,13539,OWNER,1223,13231,junior,"950502 00:00:00",780907,63,Vyskov,"south Moravia",86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,WITHDRAWL,High_loan_taker,"Mid Payament","Low Balance"
1843,5325,930803,105804,36,2939,A,32104,QR,70984434,2938.7,UVER,541905,930810,VYBER,17493,34431.7,,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"NOT SURE",Mid_loan_taker,"Low Payment","Low Balance"
1843,5325,930803,105804,36,2939,A,32105,QR,62958741,6994,SIPO,541905,930810,VYBER,17493,34431.7,,,,930130,12,"POPLATEK MESICNE",2235,2235,OWNER,352,2235,classic,"980911 00:00:00",405420,14,"Ceske Budejovice","south Bohemia",177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,"NOT SURE",Mid_loan_taker,"Low Payment","Low Balance"
9265,6888,940711,39576,12,3298,A,43122,IJ,81887966,3298.3,UVER,2797776,930810,VKLAD,22845,103467.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","High Balance"
9265,6888,940711,39576,12,3298,A,43123,EF,98678969,9493,SIPO,2797776,930810,VKLAD,22845,103467.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","High Balance"
9265,6888,940711,39576,12,3298,A,43124,EF,84062218,4017," ",2797776,930810,VKLAD,22845,103467.2,,,,930204,1,"POPLATEK MESICNE",11101,11409,OWNER,1100,11101,junior,"960410 00:00:00",805502,32,"Ceska Lipa","north Bohemia",105058,32,19,7,2,10,81,9272,2.8,3.22,118,4340,4505,CREDIT,Low_loan_taker,"Mid Payament","High Balance"
3166,5624,950103,177744,48,3703,D,34098,UV,16657728,3702.8,UVER,928799,930810,VKLAD,1000,1000,,,,930810,71,"POPLATEK MESICNE",3829,3829,OWNER,600,3829,classic,"960520 00:00:00",720313,59,Kromeriz,"south Moravia",108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,CREDIT,Mid_loan_taker,"Mid Payament","Low Balance"
6273,6279,940607,87360,24,3640,A,38708,QR,34498596,3639.5,UVER,1852833,930811,VKLAD,49341,49541,,,,930721,38,"POPLATEK MESICNE",7576,7576,OWNER,897,7576,classic,"980118 00:00:00",620710,38,Louny,"north Bohemia",85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,CREDIT,Low_loan_taker,"Mid Payament","Low Balance"
6363,6297,941025,17508,12,1459,A,38837,UV,2478039,1459,UVER,1879396,930811,VKLAD,11720,12620,,,,930801,74,"POPLATEK MESICNE",7683,7683,OWNER,906,7683,gold,"980518 00:00:00",460401,12,Pribram,"central Bohemia",107870,84,29,6,1,6,58,8754,3.83,4.31,137,3804,3868,CREDIT,Low_loan_taker,"Low Payment","Low Balance"
5891,6202,940418,65184,12,5432,A,38118,EF,95617645,5432.3,UVER,1736615,930812,"PREVOD Z UCTU",32594,77821.2,,CD,51054984,930125,54,"POPLATEK MESICNE",7127,7127,OWNER,874,7127,gold,"971007 00:00:00",570929,3,Beroun,"central Bohemia",75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,CREDIT,Low_loan_taker,"High Payment","Mid Balance"
